,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,tweet_preprocessed,positive_score,negative_score,neutral_score,compound_score,sentiment
1517,1CrazyMomma,2018-07-18 05:49,0,0,"It's #PrimeDay at Amazon! Don't forget to get your best friend something they'll love too, @Greenies ! Head over to Amazon to fetch these #GREENIES #PrimeDay deals NOW and save up to 50%! http:// clvr.li/2miBQlL #ad pic.twitter.com/1GBE3ZNcDo",,@Greenies,#PrimeDay #GREENIES #PrimeDay #ad,1019376063795867648,https://twitter.com/1CrazyMomma/status/1019376063795867648,"#primeday amazon! forget get best friend something they'll love too, @greenies ! head amazon fetch #greenies #primeday deals save %! #ad",0.561,0.056,0.383,0.953,positive
1522,WirecutterDeals,2018-07-18 05:48,0,0,"Still Live: Our runner-up pick for the best electric kettle (and best for pour-over coffee), the Bonavita BV382510V 1.0L Gooseneck Kettle, is down to $47 (from $65): https:// wrctr.co/2KZIdta #primeday",,,#primeday,1019375740016611329,https://twitter.com/WirecutterDeals/status/1019375740016611329,"still live: runner-up pick best electric kettle (and best pour-over coffee), bonavita bv382510v l gooseneck kettle, $47 (from $65): #primeday",0.331,0.0,0.669,0.8555,positive
1534,MDub70Deuce,2018-07-18 05:46,13,0,Amazon Prime Day is going to the dogs and I am spoiling mine with a bag of @Greenies ! My pups love the taste and I love that they help fight tartar. Head over to Amazon to fetch these #GREENIES #PrimeDay deals NOW and save up to 50%! #ad https:// clvr.li/2miBQlL pic.twitter.com/knDjwjOqj9,,@Greenies,#GREENIES #PrimeDay #ad,1019375429969481728,https://twitter.com/MDub70Deuce/status/1019375429969481728,amazon prime day going dogs spoiling mine bag @greenies ! pups love taste love help fight tartar. head amazon fetch #greenies #primeday deals save %! #ad 9,0.47,0.067,0.463,0.9401,positive
1535,Istore1,2018-07-18 05:46,0,0,"IT'S AMAZON PRIME DAY! We've combed the best Amazon Prime Day deals . After sorting through hundreds of discounts, we put together a guide to the very best savings. #Amazon #PrimeDay ends July 17, and these #deals are selling out fast. Save Big > http:// bit.ly/2uHkgMc pic.twitter.com/5ixRy78qyr",,,#Amazon #PrimeDay #deals,1019375413255135232,https://twitter.com/Istore1/status/1019375413255135232,"amazon prime day! we've combed best amazon prime day deals . sorting hundreds discounts, put together guide best savings. #amazon #primeday ends july , #deals selling fast. save big > c",0.41,0.0,0.59,0.9359,positive
1539,Rygy0,2018-07-18 05:46,0,0,When you realize Amazon's logo is just a giant penis....you're welcome #PrimeDay,,,#PrimeDay,1019375269243772930,https://twitter.com/Rygy0/status/1019375269243772930,realize amazon's logo giant penis....you're welcome #primeday,0.333,0.0,0.667,0.4588,positive
1540,AlmostSupermom,2018-07-18 05:45,1,3,Amazon Prime Day is going to the dogs! Thankfully Amazon makes it so easy to order the things you want and now my pups know how to get in on the action. ;) Head over to Amazon to fetch these #GREENIES #PrimeDay deals NOW and save up to 50%! https:// clvr.li/2miBQlL #ad @Greenies pic.twitter.com/bU5g3KgSEv,,@Greenies,#GREENIES #PrimeDay #ad,1019375136313626624,https://twitter.com/AlmostSupermom/status/1019375136313626624,amazon prime day going dogs! thankfully amazon makes easy order things want pups know get action. ;) head amazon fetch #greenies #primeday deals save %! #ad @greenies,0.483,0.0,0.517,0.9298,positive
1544,treasuretruck,2018-07-18 05:45,1,7,"What an epic #PrimeDay ⁠⁠⁠ week it's been—from a sunny day with @iamjamiefoxx to an intense gaming party with @TwitchPrime & @ThatKevinSmith , an outdoor movie night with @isleofdogsmovie , today's awesomeness with the NES Classic, & much more. Thanks for joining us for the fun! pic.twitter.com/PrABmUglOe",,@iamjamiefoxx @TwitchPrime @ThatKevinSmith @isleofdogsmovie,#PrimeDay,1019375024208166912,https://twitter.com/treasuretruck/status/1019375024208166912,"epic #primeday ⁠⁠⁠ week been—from sunny day @iamjamiefoxx intense gaming party @twitchprime & @thatkevinsmith , outdoor movie night @isleofdogsmovie , today's awesomeness nes classic, & much more. thanks joining us fun!",0.382,0.0,0.618,0.9115,positive
1546,RMHCCIN,2018-07-18 05:45,0,0,"There are still a few hours left to snag some deals during this year’s @Amazon #PrimeDay ! #DYK you can shop through http:// smile.amazon.com , get the same great deals AND help RMHCCIN families? It's a win-win! #KeepingFamiliesClose pic.twitter.com/GW0EqTpVIW",,@Amazon,#PrimeDay #DYK #KeepingFamiliesClose,1019374990884524032,https://twitter.com/RMHCCIN/status/1019374990884524032,"still hours left snag deals year’s @amazon #primeday ! #dyk shop smile.amazon.com , get great deals help rmhccin families? win-win! #keepingfamiliesclose",0.303,0.0,0.697,0.8118,positive
1548,derekc,2018-07-18 05:44,0,0,"And finally, from the “Even Amazon Doesn’t Know What the &#@This Is” department. Sorry for blowing up your timeline. Hope everyone has a safe #PrimeDay ! pic.twitter.com/sZVxu13uTW",,@This,# #PrimeDay,1019374929177993216,https://twitter.com/derekc/status/1019374929177993216,"finally, “even amazon doesn’t know &#@this is” department. sorry blowing timeline. hope everyone safe #primeday !",0.388,0.065,0.547,0.7574,positive
1553,LibraryLoriJune,2018-07-18 05:44,0,0,Box set of ALL 6 EMILY WINDSNAP books by @lizkesslerbooks only $18.71 (half off) with amazon #primeday right now! #middlegrade #mglit https:// amzn.to/2uG0zUX Don't have Amazon Prime? Get your free trial here http:// amzn.to/2NZ7GAW pic.twitter.com/7h1sKkahRM,,@lizkesslerbooks,#primeday #middlegrade #mglit,1019374735262699520,https://twitter.com/LibraryLoriJune/status/1019374735262699520,box set emily windsnap books @lizkesslerbooks $18.71 (half off) amazon #primeday right now! #middlegrade #mglit amazon prime? get free trial,0.291,0.0,0.709,0.7177,positive
1555,RipRock81,2018-07-18 05:44,0,1,"Amazon last month trying to buy cheap batteries, . Amazon this week buying anything on sale for #PrimeDay , because they want that . #WorldEmojiDay",,,#PrimeDay #WorldEmojiDay,1019374722059046912,https://twitter.com/RipRock81/status/1019374722059046912,"amazon last month trying buy cheap batteries, . amazon week buying anything sale #primeday , want . #worldemojiday",0.281,0.0,0.719,0.4019,positive
1556,Timtmmusic,2018-07-18 05:44,0,0,You know who has a good deal for #PrimeDay https://www. amazon.com/Fears-Being-Co ncerned-Timtmmusic/dp/B07DMR4KJX …,,,#PrimeDay,1019374717285928961,https://twitter.com/Timtmmusic/status/1019374717285928961,know good deal #primeday . ncerned-timtmmusic/dp/b07dmr4kjx …,0.367,0.0,0.633,0.4404,positive
1559,BeautifulWhims,2018-07-18 05:42,2,5,Don't forget your pup's treats on Amazon #PrimeDay Gigi loves her #GREENIES and I do too as they keep her Teeth clean! Save up to 50% NOW!! #ad @Greenies https:// clvr.li/2miBQIL pic.twitter.com/yfg1suuxv2,,@Greenies,#PrimeDay #GREENIES #ad,1019374438523940864,https://twitter.com/BeautifulWhims/status/1019374438523940864,forget pup's treats amazon #primeday gigi loves #greenies keep teeth clean! save % now!! #ad @greenies 2,0.506,0.079,0.415,0.8827,positive
1564,AndyOnTheWold,2018-07-18 05:42,0,0,"Got some stuff on #PrimeDay and was quite happy until I realised it was all useful stuff. A laptop bag (mine’s ripped), a microphone/headset for meetings, for example. It’s depressing how old I’m shopping.",,,#PrimeDay,1019374211809374208,https://twitter.com/AndyOnTheWold/status/1019374211809374208,"got stuff #primeday quite happy realised useful stuff. laptop bag (mine’s ripped), microphone/headset meetings, example. it’s depressing old i’m shopping.",0.267,0.097,0.635,0.6764,positive
1565,RhinosIRF,2018-07-18 05:42,0,1,It's #PrimeDay ! Select us as your charity on Amazon Smile and you can support rhino conservation for every purchase you make! Sign up here: http:// smile.amazon.com/ch/75-2395006 #TeamRhino pic.twitter.com/yc5VJkn3CW,,,#PrimeDay #TeamRhino,1019374194923130880,https://twitter.com/RhinosIRF/status/1019374194923130880,#primeday ! select us charity amazon smile support rhino conservation every purchase make! sign here: #teamrhino,0.483,0.0,0.517,0.8513,positive
1567,ArmstrongPubli,2018-07-18 05:41,2,0,Just a couple hours left to grab your copy of @rustlang book at the special #AmazonPrimeDay price. Check here https:// amzn.to/2Jrr325 . #rustlang #rust #PrimeDay #PrimeDay2018,,@rustlang,#AmazonPrimeDay #rustlang #rust #PrimeDay #PrimeDay2018,1019374062886440960,https://twitter.com/ArmstrongPubli/status/1019374062886440960,couple hours left grab copy @rustlang book special #amazonprimeday price. check . #rustlang #rust #primeday #primeday2018,0.162,0.0,0.838,0.4019,positive
1568,Yaris__omar,2018-07-18 05:41,1,2,"Check out this Amazon deal: CORSAIR M65 Pro RGB - FPS Gaming Mouse - 12,0... by Corsair https:// amzn.to/2mqHsdQ via @amazon On sale for $35 You save $25 #PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #Gaming #PrimeDay2018 #Fortnite",,@amazon,#PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #Gaming #PrimeDay2018 #Fortnite,1019374047925293056,https://twitter.com/Yaris__omar/status/1019374047925293056,"check amazon deal: corsair m65 pro rgb - fps gaming mouse - ,0... corsair via @amazon sale $35 save $25 #primeday #raw #extremerules #worldemojiday #amazon #amazonprimeday #amazonprimedaysale #gaming #primeday2018 #fortnite",0.159,0.0,0.841,0.5994,positive
1571,DazzlingDeal,2018-07-18 05:41,2,0,Prime day is soon coming to an end...make sure you check out ON Smart Solution for up to 20% OFF discount sales at this AMAZON PRIME WEEK! #PrimeDay #Primeweek Click the following link to find out more. https://www. amazon.com/s/ref=sr_pg_1? rh=i%3Aaps%2Ck%3Aholdtec+on+smart&keywords=holdtec+on+smart&ie=UTF8&qid=1531642733 … pic.twitter.com/nv4iZPpAA6 pic.twitter.com/4LMM2jBtXZ,,,#PrimeDay #Primeweek,1019373984079491078,https://twitter.com/DazzlingDeal/status/1019373984079491078,prime day soon coming end...make sure check smart solution % discount sales amazon prime week! #primeday #primeweek click following link find more. . 1? rh=i%3aaps%2ck%3aholdtec+on+smart&keywords=holdtec+on+smart&ie=utf8&qid=1531642733 …,0.317,0.0,0.683,0.807,positive
1575,rikwalters,2018-07-18 05:41,0,0,What are The best Amazon Prime Day deals? http:// bit.ly/2Jtt5P9 #ecommerce #AmazonPrimeDay #Amazon #PrimeDay #PrimeDay2018 #primedayfail #technology #defstar5 #Mpgvip #seattle #prime #amazoneecho pic.twitter.com/kJIgQoF56N,,,#ecommerce #AmazonPrimeDay #Amazon #PrimeDay #PrimeDay2018 #primedayfail #technology #defstar5 #Mpgvip #seattle #prime #amazoneecho,1019373948763623425,https://twitter.com/rikwalters/status/1019373948763623425,best amazon prime day deals? 9 #ecommerce #amazonprimeday #amazon #primeday #primeday2018 #primedayfail #technology #defstar5 #mpgvip #seattle #prime #amazoneecho,0.282,0.0,0.718,0.7096,positive
1578,iOttie,2018-07-18 05:40,1,2,ICYMI: Best selling car mounts from iOttie are on sale today for #PrimeDay ⁠⁠! Shop Amazon #deals : http:// bit.ly/PrimeDayiOttie pic.twitter.com/nxRw3Dszya,,,#PrimeDay #deals,1019373778160312322,https://twitter.com/iOttie/status/1019373778160312322,icymi: best selling car mounts iottie sale today #primeday ⁠⁠! shop amazon #deals :,0.36,0.0,0.64,0.7345,positive
1579,SmallTown_Lif3,2018-07-18 05:40,0,2,My only #PrimeDay purchase was a sleeping bag for my cat because he LOVES laying inside blankets,,,#PrimeDay,1019373724263505922,https://twitter.com/SmallTown_Lif3/status/1019373724263505922,#primeday purchase sleeping bag cat loves laying inside blankets,0.316,0.0,0.684,0.5719,positive
1581,GQMagazine,2018-07-18 05:40,0,3,The #PrimeDay sales are still going strong http:// gq.mn/fZVP2vh pic.twitter.com/ffhUTgQhyN,,,#PrimeDay,1019373709155586048,https://twitter.com/GQMagazine/status/1019373709155586048,#primeday sales still going strong,0.452,0.0,0.548,0.5106,positive
1582,Yaris__omar,2018-07-18 05:39,1,2,Check out this Amazon deal: CORSAIR GLAIVE - RGB Gaming Mouse - Comfortab... by Corsair https:// amzn.to/2msI1DT via @amazon On salr for $45 You save $25 #PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #Gaming #PrimeDay2018 #Fortnite,,@amazon,#PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #Gaming #PrimeDay2018 #Fortnite,1019373591786336256,https://twitter.com/Yaris__omar/status/1019373591786336256,check amazon deal: corsair glaive - rgb gaming mouse - comfortab... corsair via @amazon salr $45 save $25 #primeday #raw #extremerules #worldemojiday #amazon #amazonprimeday #amazonprimedaysale #gaming #primeday2018 #fortnite,0.17,0.0,0.83,0.5994,positive
1585,spinkid000,2018-07-18 05:39,1,1,The @RISKshow book makes a great gift. Save some $$$$$ on #PrimeDay with the coupon code below. You can even ship them to multiple addresses w/ #AmazonPrime @TheKevinAllison pic.twitter.com/SsnIVWGv6d,,@RISKshow @TheKevinAllison,#PrimeDay #AmazonPrime,1019373565714599936,https://twitter.com/spinkid000/status/1019373565714599936,@riskshow book makes great gift. save $$$$$ #primeday coupon code below. even ship multiple addresses w/ #amazonprime @thekevinallison,0.405,0.0,0.595,0.8807,positive
1587,instagramcatmom,2018-07-18 05:39,0,0,Happy #primeday amazon if paw’ll want to grab my book for a #christmasinjuly gift DO it http:// bit.ly/TheChristmasKi tten … #instacat_meows #instagramcatmom #snapchat #amazon #author … https://www. instagram.com/p/BlWi7gmBuY-/ ?utm_source=ig_twitter_share&igshid=gvrtmgt9ms3z …,,,#primeday #christmasinjuly #instacat_meows #instagramcatmom #snapchat #amazon #author,1019373452921327616,https://twitter.com/instagramcatmom/status/1019373452921327616,happy #primeday amazon paw’ll want grab book #christmasinjuly gift tten … #instacat_meows #instagramcatmom #snapchat #amazon #author … . ?utm_source=ig_twitter_share&igshid=gvrtmgt9ms3z …,0.39,0.0,0.61,0.8225,positive
1589,Raine_Miller,2018-07-18 05:39,0,3,Seductive. Sweet. Caleb Blackstone is Filthy Rich. by Raine Miller #AmazonPrimeDaySale = 50% OFF PAPERBACK http:// amzn.to/2KAYfFZ #paperbacks #romance #goodreads #audiobooks #weekendreads #Audible #PrimeDay deals pic.twitter.com/LSSiebuyCB,,,#AmazonPrimeDaySale #paperbacks #romance #goodreads #audiobooks #weekendreads #Audible #PrimeDay,1019373433740644352,https://twitter.com/Raine_Miller/status/1019373433740644352,seductive. sweet. caleb blackstone filthy rich. raine miller #amazonprimedaysale = % paperback #paperbacks #romance #goodreads #audiobooks #weekendreads #audible #primeday deals,0.292,0.0,0.708,0.765,positive
1593,wirecutter,2018-07-18 05:38,1,4,Great Timing: Our runner-up electric toothbrush pick is also on #primeday sale for $25. https:// twitter.com/WirecutterDeal s/status/1019372436012306432 … https:// twitter.com/wirecutter/sta tus/1019361298310729728 …,,,#primeday,1019373270741798912,https://twitter.com/wirecutter/status/1019373270741798912,great timing: runner-up electric toothbrush pick also #primeday sale $25. s/status/1019372436012306432 … tus/1019361298310729728 …,0.24,0.0,0.76,0.6249,positive
1597,dailyblastlive,2018-07-18 05:38,0,0,Did you hear? @Target is holding their own sale to compete with @amazon 's #PrimeDay sale this week! See our favorite picks out of the #Target deals! https:// youtu.be/sQ4n07MTg0k pic.twitter.com/CJlMh7Aeaj,,@Target @amazon,#PrimeDay #Target,1019373183248621568,https://twitter.com/dailyblastlive/status/1019373183248621568,hear? @target holding sale compete @amazon 's #primeday sale week! see favorite picks #target deals!,0.204,0.0,0.796,0.555,positive
1600,WirecutterDeals,2018-07-18 05:37,0,2,"ICYMI: Our top pick for best ebook reader, the Kindle Paperwhite, is still available for $80 (from $100) http:// wrctr.co/2zACeFP #PrimeDay",,,#PrimeDay,1019372994530029570,https://twitter.com/WirecutterDeals/status/1019372994530029570,"icymi: top pick best ebook reader, kindle paperwhite, still available $80 (from $100) #primeday",0.333,0.0,0.667,0.7184,positive
1602,Yaris__omar,2018-07-18 05:37,1,1,Check out this Amazon deal: CORSAIR K95 RGB PLATINUM Mechanical Gaming Ke... by Corsair https:// amzn.to/2mmRexM via @amazon On sale for $135 You save $65 #PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Gaming #Fortnite,,@amazon,#PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Gaming #Fortnite,1019372985805934593,https://twitter.com/Yaris__omar/status/1019372985805934593,check amazon deal: corsair k95 rgb platinum mechanical gaming ke... corsair via @amazon sale $135 save $65 #primeday #raw #extremerules #worldemojiday #amazon #amazonprimeday #amazonprimedaysale #primeday2018 #gaming #fortnite,0.164,0.0,0.836,0.5994,positive
1603,kbrosmore_TTKA,2018-07-18 05:37,0,1,Thank god #PrimeDay only comes around once a year... @jamlyn21 you continue to make @JeffBezos a very rich man,,@jamlyn21 @JeffBezos,#PrimeDay,1019372943044902912,https://twitter.com/kbrosmore_TTKA/status/1019372943044902912,thank god #primeday comes around year... @jamlyn21 continue make @jeffbezos rich man,0.477,0.0,0.523,0.802,positive
1604,CAMGIRL_movie,2018-07-18 05:36,0,0,For all you good people on @amazon for #AmazonPrimeDay - why not get a “Cam-Girl” #dvd hours of extras or watch it on @amazonprimenow here: http:// a.co/do6mUmU #amazon #primeday #movie #film #video #suspense #thriller #horror #indie #camgirl pic.twitter.com/POLwqIkzCj,,@amazon @amazonprimenow,#AmazonPrimeDay #dvd #amazon #primeday #movie #film #video #suspense #thriller #horror #indie #camgirl,1019372918906720256,https://twitter.com/CAMGIRL_movie/status/1019372918906720256,good people @amazon #amazonprimeday - get “cam-girl” #dvd hours extras watch @amazonprimenow here: #amazon #primeday #movie #film #video #suspense #thriller #horror #indie #camgirl,0.121,0.0,0.879,0.4404,positive
1606,Tabletop_Deals,2018-07-18 05:36,0,0,"Seems like a great GM tool. Flipside Dry Erase XY Axis/Plain Dry Erase Board - 9 x 12 - Set of 12 - White - 37% off, plus another 20% for prime members for #primeday #ad https:// amzn.to/2Nom2tf pic.twitter.com/p9w6jJ5YrE",,,#primeday #ad,1019372823599599616,https://twitter.com/Tabletop_Deals/status/1019372823599599616,"seems like great gm tool. flipside dry erase xy axis/plain dry erase board - x - set - white - % off, plus another % prime members #primeday #ad",0.248,0.0,0.752,0.765,positive
1610,Yaris__omar,2018-07-18 05:35,1,1,Check out this Amazon deal: CORSAIR K70 LUX RGB Mechanical Gaming Keyboar... by Corsair https:// amzn.to/2moMRCc via @amazon On sale for $99 You save $60 #PrimeDay #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Gaming #Fortnite,,@amazon,#PrimeDay #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Gaming #Fortnite,1019372586327859200,https://twitter.com/Yaris__omar/status/1019372586327859200,check amazon deal: corsair k70 lux rgb mechanical gaming keyboar... corsair cc via @amazon sale $99 save $60 #primeday #extremerules #worldemojiday #amazon #amazonprimeday #amazonprimedaysale #primeday2018 #gaming #fortnite,0.164,0.0,0.836,0.5994,positive
1614,SmarterTravel,2018-07-18 05:35,0,1,Traveling with kids? Save 20% or more on car seats and strollers on #PrimeDay : https:// amzn.to/2LnUkwm #TravelTuesday pic.twitter.com/v2dezAALS7,,,#PrimeDay #TravelTuesday,1019372445181054976,https://twitter.com/SmarterTravel/status/1019372445181054976,traveling kids? save % car seats strollers #primeday : #traveltuesday,0.314,0.0,0.686,0.4939,positive
1615,Aleckhz775,2018-07-18 05:35,0,0,"Genial @amazonmex prime day y ne bloqueas la cuenta, ya pasaron 24hrs y conteste correos y nisiquiera puedo nisiquiera acceder a mi cuenta para pedir ayuda o pagar con otra tarjeta Pesimo servicio #PrimeDay",,@amazonmex,#PrimeDay,1019372437383892997,https://twitter.com/Aleckhz775/status/1019372437383892997,"genial @amazonmex prime day ne bloqueas la cuenta, ya pasaron hrs conteste correos nisiquiera puedo nisiquiera acceder mi cuenta para pedir ayuda pagar con otra tarjeta pesimo servicio #primeday",0.091,0.0,0.909,0.4215,positive
1619,rfhirschfeld,2018-07-18 05:34,0,0,Welp I though #primeday was gonna be a bust but then I found this sweet katana and some ball bearings,,,#primeday,1019372224791367680,https://twitter.com/rfhirschfeld/status/1019372224791367680,welp though #primeday gonna bust found sweet katana ball bearings,0.25,0.0,0.75,0.4588,positive
1620,LibraryLoriJune,2018-07-18 05:34,0,0,JOURNEY by @storybreathing is only $8.54 with amazon #primeday right now! #caldecott #picturebook First in the trilogy! https:// amzn.to/2usO9Aq Don't have Amazon Prime? Get your free trial here http:// amzn.to/2NZ7GAW pic.twitter.com/Xp5y6C0QWA,,@storybreathing,#primeday #caldecott #picturebook,1019372215639445504,https://twitter.com/LibraryLoriJune/status/1019372215639445504,journey @storybreathing $8.54 amazon #primeday right now! #caldecott #picturebook first trilogy! amazon prime? get free trial,0.359,0.0,0.641,0.7418,positive
1621,pinopride,2018-07-18 05:34,0,0,Sell! Outlet! BABY Need First Class Top Quality #SAFETY in #Car !! PINOPRIDE #Baby #Mirror #Rearview #Facing #primeday Unique and patented lock dial mechanism to fix in car. Adjustable #backseat no assembly needed #family #mom #mommy #amazon #onlineshop https:// buff.ly/2GVUkAp pic.twitter.com/ixHKkMPgMw,,,#SAFETY #Car #Baby #Mirror #Rearview #Facing #primeday #backseat #family #mom #mommy #amazon #onlineshop,1019372190851108870,https://twitter.com/pinopride/status/1019372190851108870,sell! outlet! baby need first class top quality #safety #car !! pinopride #baby #mirror #rearview #facing #primeday unique patented lock dial mechanism fix car. adjustable #backseat assembly needed #family #mom #mommy #amazon #onlineshop,0.085,0.0,0.915,0.453,positive
1623,ZWave,2018-07-18 05:34,1,1,"Don't miss out on #PrimeDay ! Expand your #smarthome with today's great deals on #ZWave compatible devices, like the @ring Video Doorbell Pro: http:// bit.ly/2LqF5m4",,@ring,#PrimeDay #smarthome #ZWave,1019372179123732480,https://twitter.com/ZWave/status/1019372179123732480,"miss #primeday ! expand #smarthome today's great deals #zwave compatible devices, like @ring video doorbell pro:",0.422,0.073,0.505,0.8221,positive
1624,Trobsmonkey,2018-07-18 05:33,2,5,Also - I survived #primeday without buying anything.,,,#primeday,1019372147184152576,https://twitter.com/Trobsmonkey/status/1019372147184152576,also - survived #primeday without buying anything.,0.398,0.0,0.602,0.5106,positive
1628,lapaz_interior,2018-07-18 05:32,0,2,NAMASTÉ Feliz Miércoles ! Happy Wednesday! #blessed #luz #love #Paz #Reflexiones #Francia #FraseDelDia #frases #FelizDiaMama #Rusia2018 ⁠ ⁠⁠ ⁠ #FelizDia #wimbeldon #FelizFinde #LOVE_YOURSELF_結_Answer #CR7DAY #1DDRIVE #DiaMundialDelEmoji #PrimeDay ⁠ ⁠ #1FIRST pic.twitter.com/5FknMODqf8,,,#blessed #luz #love #Paz #Reflexiones #Francia #FraseDelDia #frases #FelizDiaMama #Rusia2018 #FelizDia #wimbeldon #FelizFinde #LOVE_YOURSELF_ #CR7DAY #1DDRIVE #DiaMundialDelEmoji #PrimeDay #1FIRST,1019371750935683073,https://twitter.com/lapaz_interior/status/1019371750935683073,namastÉ feliz miércoles ! happy wednesday! #blessed #luz #love #paz #reflexiones #francia #frasedeldia #frases #felizdiamama #rusia2018 ⁠ ⁠⁠ ⁠ #felizdia #wimbeldon #felizfinde #love_yourself_結_answer #cr7day #1ddrive #diamundialdelemoji #primeday ⁠ ⁠ #1first 8,0.133,0.0,0.867,0.6467,positive
1630,paolamoretto3,2018-07-18 05:32,0,3,Happy #PrimeDay ! Couldn't shop b/c Amazon crashed? Here's why #webperf matters every day. Learn how Nouvola can help you deliver continuous performance and reliability: http:// buff.ly/2LmOewh You've got to love the #Amazon dogs though... #DevOps #ecommerce pic.twitter.com/Uk0ooN4K1m,,,#PrimeDay #webperf #Amazon #DevOps #ecommerce,1019371671889702912,https://twitter.com/paolamoretto3/status/1019371671889702912,happy #primeday ! shop b/c amazon crashed? here's #webperf matters every day. learn nouvola help deliver continuous performance reliability: got love #amazon dogs though... #devops #ecommerce,0.406,0.0,0.594,0.9134,positive
1632,versweet,2018-07-18 05:31,0,0,The Deal is almost over! Get your free copy of Loki Bound while you still can! #PrimeDay #freebie #freebook #giveaway #dealending https://www. amazon.com/Loki-Bound-Cha rity-Ayres-ebook/dp/B00BR2KKSW/ref=asap_bc?ie=UTF8 … https://www. amazon.com/Loki-Bound-Cha rity-Ayres-ebook/dp/B00BR2KKSW/ref=asap_bc?ie=UTF8 …,,,#PrimeDay #freebie #freebook #giveaway #dealending,1019371646304612352,https://twitter.com/versweet/status/1019371646304612352,deal almost over! get free copy loki bound still can! #primeday #freebie #freebook #giveaway #dealending . rity-ayres-ebook/dp/b00br2kksw/ref=asap_bc?ie=utf8 … . rity-ayres-ebook/dp/b00br2kksw/ref=asap_bc?ie=utf8 …,0.181,0.0,0.819,0.6098,positive
1639,versweet,2018-07-18 05:30,0,0,The Deal is almost over! Get your free copy of Loki Bound while you still can! #PrimeDay #freebie #freebook #giveaway #dealending https://www. amazon.com/Loki-Bound-Cha rity-Ayres-ebook/dp/B00BR2KKSW/ref=asap_bc?ie=UTF8 …,,,#PrimeDay #freebie #freebook #giveaway #dealending,1019371401969651712,https://twitter.com/versweet/status/1019371401969651712,deal almost over! get free copy loki bound still can! #primeday #freebie #freebook #giveaway #dealending . rity-ayres-ebook/dp/b00br2kksw/ref=asap_bc?ie=utf8 …,0.185,0.0,0.815,0.5604,positive
1641,WirecutterDeals,2018-07-18 05:30,0,1,"Also Still Good: An E26 fitting flood light variant of our top smart LED lightbulb, the Philips Hue White and Color Ambiance BR30 Flood Light, down to $42 (from $60) http:// wrctr.co/2KZ4ZBr #primeday",,,#primeday,1019371331635286016,https://twitter.com/WirecutterDeals/status/1019371331635286016,"also still good: e26 fitting flood light variant top smart led lightbulb, philips hue white color ambiance br30 flood light, $42 (from $60) #primeday",0.261,0.0,0.739,0.7506,positive
1642,thecastlespire,2018-07-18 05:30,0,1,Amazon Prime Day Deals For A Disney Traveler And Fan #primeday #disneyworld #amazonprimeday #disneyland #disneyparks https:// buff.ly/2NXqccF pic.twitter.com/dWfekeGCi1,,,#primeday #disneyworld #amazonprimeday #disneyland #disneyparks,1019371306662363136,https://twitter.com/thecastlespire/status/1019371306662363136,amazon prime day deals disney traveler fan #primeday #disneyworld #amazonprimeday #disneyland #disneyparks 1,0.286,0.0,0.714,0.4588,positive
1644,WishingUwellcom,2018-07-18 05:30,0,0,Amazon Prime Day is almost over—did you get everything you need? Check out WishingUWell’s storefront just to make sure: https:// buff.ly/2uqZGTA #WishingUWell #Amazon #PrimeDay pic.twitter.com/BC0Z1RIK1g,,,#WishingUWell #Amazon #PrimeDay,1019371252350251008,https://twitter.com/WishingUwellcom/status/1019371252350251008,amazon prime day almost over—did get everything need? check wishinguwell’s storefront make sure: #wishinguwell #amazon #primeday,0.222,0.0,0.778,0.4588,positive
1649,ReadLoveLust,2018-07-18 05:30,0,0,"As #PrimeDay winds down, don't forget to grab some of these amazing deals on some of our favorites! 29.99 for Echo Dot ---> https:// amzn.to/2mkcLqH 59.99 for Kids Echo Dot ---> https:// amzn.to/2NgULcj ... https://www. facebook.com/booklovebetwee nthesheets/posts/1078730945598789 …",,,#PrimeDay,1019371182125133824,https://twitter.com/ReadLoveLust/status/1019371182125133824,"#primeday winds down, forget grab amazing deals favorites! 9 echo dot ---> 9 kids echo dot ---> ... . nthesheets/posts/1078730945598789 …",0.29,0.08,0.63,0.7177,positive
