,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,tweet_preprocessed,positive_score,negative_score,neutral_score,compound_score,sentiment
1479,Yaris__omar,2018-07-18 05:56,1,0,Just saw this on Amazon: Samsung Gear S3 Frontier Smartwatch (Blueto... by Samsung for $312.11 https:// amzn.to/2moAQN2 via @amazon Prime members get it for $279 #PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Fortnite,,@amazon,#PrimeDay #RAW #ExtremeRules #WorldEmojiDay #Amazon #AmazonPrimeDay #AmazonPrimeDaySale #PrimeDay2018 #Fortnite,1019377944567910400,https://twitter.com/Yaris__omar/status/1019377944567910400,saw amazon: samsung gear s3 frontier smartwatch (blueto... samsung $312.11 2 via @amazon prime members get $279 #primeday #raw #extremerules #worldemojiday #amazon #amazonprimeday #amazonprimedaysale #primeday2018 #fortnite,0.066,0.0,0.934,0.1779,neutral
1480,andreajmathias,2018-07-18 05:56,1,6,It's officially become the witching hour for @wirecutter 's #PrimeDay crew https:// twitter.com/wirecutter/sta tus/1019361298310729728 …,,@wirecutter,#PrimeDay,1019377912787734529,https://twitter.com/andreajmathias/status/1019377912787734529,officially become witching hour @wirecutter 's #primeday crew tus/1019361298310729728 …,0.0,0.0,1.0,0.0,neutral
1483,Rootbrian_,2018-07-18 05:56,1,0,#primeday when you finally become an #amazombie,,,#primeday #amazombie,1019377857531924480,https://twitter.com/Rootbrian_/status/1019377857531924480,#primeday finally become #amazombie,0.0,0.0,1.0,0.0,neutral
1484,jacquelynfisher,2018-07-18 05:56,0,0,Just saw this on @amazon : 23andMe DNA Test - Health + Ancestry Person... by 23andMe for $99.99 ONLY on Prime Day! (regularly $179.98) https:// amzn.to/2Lf9VRY Prime Day ends in just a few hours! #primeday #lovethedeals,,@amazon,#primeday #lovethedeals,1019377852205035520,https://twitter.com/jacquelynfisher/status/1019377852205035520,saw @amazon : andme dna test - health + ancestry person... andme $99.99 prime day! (regularly $179.98) prime day ends hours! #primeday #lovethedeals,0.0,0.0,1.0,0.0,neutral
1487,1980Salisbury,2018-07-18 05:55,0,0,"Amazon Prime users get deals at Whole Foods on #PrimeDay , but there may be a human cost. Workers producing seafood for stores like Whole Foods are treated inhumanely. Tell @Amazon & @WholeFoods : We don't want human suffering in our food. #BehindTheBarcodes pic.twitter.com/goWg5SbRXQ",,@Amazon @WholeFoods,#PrimeDay #BehindTheBarcodes,1019377549648916481,https://twitter.com/1980Salisbury/status/1019377549648916481,"amazon prime users get deals whole foods #primeday , may human cost. workers producing seafood stores like whole foods treated inhumanely. tell @amazon & @wholefoods : want human suffering food. #behindthebarcodes",0.169,0.095,0.736,0.1027,neutral
1488,thejoannablack,2018-07-18 05:55,0,4,I splurged on #PrimeDay I bought a new vacuum is this adulting?,,,#PrimeDay,1019377492363112448,https://twitter.com/thejoannablack/status/1019377492363112448,splurged #primeday bought new vacuum adulting?,0.0,0.0,1.0,0.0,neutral
1490,westcoastshop,2018-07-18 05:55,0,0,Amazon Prime day is here! Don't miss it. Check it out before is over. #primeday #amazoninfluencer http:// amazon.com/primeday?tag=c arlosferrer-20 …,,,#primeday #amazoninfluencer,1019377476202565642,https://twitter.com/westcoastshop/status/1019377476202565642,amazon prime day here! miss it. check over. #primeday #amazoninfluencer c arlosferrer-20 …,0.147,0.118,0.736,0.1007,neutral
1492,ikmultimedia,2018-07-18 05:54,0,4,Here it is - iRig HD 2 #PrimeDay deal! https://www. amazon.com/IK-Multimedia- digital-guitar-interface/dp/B01KPYGBR6/ … pic.twitter.com/3idfnUOMjX,,,#PrimeDay,1019377440152539141,https://twitter.com/ikmultimedia/status/1019377440152539141,- irig hd #primeday deal! . digital-guitar-interface/dp/b01kpygbr6/ …,0.0,0.0,1.0,0.0,neutral
1495,nanasfrugal,2018-07-18 05:54,1,0,#Amazon #PrimeDay $13 Hamilton Beach Egg Cooker W/ Built In Time (aff) https:// amzn.to/2NYCaTF #Cooking #breakfast pic.twitter.com/UlF1tWpWem,,,#Amazon #PrimeDay #Cooking #breakfast,1019377213639045120,https://twitter.com/nanasfrugal/status/1019377213639045120,#amazon #primeday $13 hamilton beach egg cooker w/ built time (aff) #cooking #breakfast,0.0,0.0,1.0,0.0,neutral
1496,JmAguileraR,2018-07-18 05:53,0,0,Pensé que por el #PrimeDay,,,#PrimeDay,1019377120139603968,https://twitter.com/JmAguileraR/status/1019377120139603968,pensé que por el #primeday,0.0,0.0,1.0,0.0,neutral
1497,stephanijane,2018-07-18 05:53,0,1,Someone deactivate my amazon account. This is getting out of control. #PrimeDay #SendHelp,,,#PrimeDay #SendHelp,1019377096890646528,https://twitter.com/stephanijane/status/1019377096890646528,someone deactivate amazon account. getting control. #primeday #sendhelp,0.195,0.0,0.805,0.1779,neutral
1498,CohenTheWriter,2018-07-18 05:53,0,0,@Slate @TheAtlantic @jdforward @ABC @CBS @NBCNews @business #blockchain #bitcoin #crypto #cryptocurrency @PittsburghPG #love #music #primeday #quote #Repost #travel #WorldEmojiDay @WEWS #Jobs #Trump @BlueCollarDems #NEWS #ChoiceNextBigThing #Entrepreneur #FreedomFighter,,@Slate @TheAtlantic @jdforward @ABC @CBS @NBCNews @business @PittsburghPG @WEWS @BlueCollarDems,#blockchain #bitcoin #crypto #cryptocurrency #love #music #primeday #quote #Repost #travel #WorldEmojiDay #Jobs #Trump #NEWS #ChoiceNextBigThing #Entrepreneur #FreedomFighter,1019377053961945094,https://twitter.com/CohenTheWriter/status/1019377053961945094,@slate @theatlantic @jdforward @abc @cbs @nbcnews @business #blockchain #bitcoin #crypto #cryptocurrency @pittsburghpg #love #music #primeday #quote #repost #travel #worldemojiday @wews #jobs #trump @bluecollardems #news #choicenextbigthing #entrepreneur #freedomfighter,0.0,0.0,1.0,0.0,neutral
1500,bluskado,2018-07-18 05:53,0,0,I just placed my order for the Koya headband from the @BT21_ collection off of Amazon since it's part of Prime Day. I can't wait for it to show up. I'm going to wear it so much. @BTS_twt #bt21 #koya #PrimeDay #florida,,@BT21_ @BTS_twt,#bt21 #koya #PrimeDay #florida,1019376991504683009,https://twitter.com/bluskado/status/1019376991504683009,placed order koya headband @bt21_ collection amazon since part prime day. can't wait show up. i'm going wear much. @bts_twt #bt21 #koya #primeday #florida,0.069,0.0,0.931,0.1779,neutral
1501,feathersstripes,2018-07-18 05:52,0,0,#PrimeDay is almost over! What I bought: http://www. feathersandstripes.com/7-things-buyin g-amazon-prime-day/ …,,,#PrimeDay,1019376926690078720,https://twitter.com/feathersstripes/status/1019376926690078720,#primeday almost over! bought: . g-amazon-prime-day/ …,0.0,0.0,1.0,0.0,neutral
1502,Weinbergrrrrr,2018-07-18 05:52,0,2,"Me: I was very practical this #PrimeDay and feel fine about myself."" Also me: pic.twitter.com/naSJMEAZ8L""",,,#PrimeDay,1019376912760623104,https://twitter.com/Weinbergrrrrr/status/1019376912760623104,"me: practical #primeday feel fine myself."" also me: """,0.205,0.0,0.795,0.2023,neutral
1503,mkminnis_,2018-07-18 05:52,0,3,Finally decided what I wanted from #PrimeDay and the deal expired as I was checking out...,,,#PrimeDay,1019376894783971328,https://twitter.com/mkminnis_/status/1019376894783971328,finally decided wanted #primeday deal expired checking out...,0.0,0.0,1.0,0.0,neutral
1507,lyonsmw,2018-07-18 05:51,0,0,"The one deal I really wanted to take advantage of during Prime Day - on an electric razor of all lame things - takes one to two months to ship, so I’m out. #primeday #amazon #FirstWorldProblems #disappointed",,,#primeday #amazon #FirstWorldProblems #disappointed,1019376619931258881,https://twitter.com/lyonsmw/status/1019376619931258881,"one deal really wanted take advantage prime day - electric razor lame things - takes one two months ship, i’m out. #primeday #amazon #firstworldproblems #disappointed",0.087,0.107,0.806,-0.1372,neutral
1508,VoodooChild90,2018-07-18 05:51,0,0,"@Reebok @FedEx you guys mind me tell how & why my shoes have been in transit"" in the same location for 3 days now?? Its only two hours from my delivery address? 3 days for that?? 36 plus hours for that? #AmazonPrime #Primeday #Reebok #Fedex pic.twitter.com/I8MBKo3lEI""",,@Reebok @FedEx,#AmazonPrime #Primeday #Reebok #Fedex,1019376581528043520,https://twitter.com/VoodooChild90/status/1019376581528043520,"@reebok @fedex guys mind tell & shoes transit"" location days now?? two hours delivery address? days that?? plus hours that? #amazonprime #primeday #reebok #fedex """,0.0,0.0,1.0,0.0,neutral
1512,affirmsportsbra,2018-07-18 05:51,1,1,It's all fun and games until you run out of Gun Barrel Coffee. #gunbarrelcoffee http://www. gunbarrelcoffee.com #veterans #Berwyn #military #womenveterans #WorldEmojiDay #PrimeDay #WorldCupFinal #snapchatdown #DoubleNegative #Trump #HELSINKI2018 #HomeRunDerby #NationalEmojiDay #Travel pic.twitter.com/ZlTMHLSrMe,,,#gunbarrelcoffee #veterans #Berwyn #military #womenveterans #WorldEmojiDay #PrimeDay #WorldCupFinal #snapchatdown #DoubleNegative #Trump #HELSINKI2018 #HomeRunDerby #NationalEmojiDay #Travel,1019376552142831616,https://twitter.com/affirmsportsbra/status/1019376552142831616,fun games run gun barrel coffee. #gunbarrelcoffee . gunbarrelcoffee.com #veterans #berwyn #military #womenveterans #worldemojiday #primeday #worldcupfinal #snapchatdown #doublenegative #trump #helsinki2018 #homerunderby #nationalemojiday #travel,0.128,0.093,0.778,0.2263,neutral
1513,EbatesCanada,2018-07-18 05:50,0,1,"Tech out with this #PrimeDay deal 30% off Samsung tablet, wearables, and more from @amazonca Shop now for up to 6% Cash Back ▶︎ http:// bit.ly/2hjXwxG pic.twitter.com/GmmFouTgAJ",,@amazonca,#PrimeDay,1019376220763578373,https://twitter.com/EbatesCanada/status/1019376220763578373,"tech #primeday deal % samsung tablet, wearables, @amazonca shop % cash back ▶︎",0.0,0.0,1.0,0.0,neutral
1519,EvanFacinger,2018-07-18 05:49,0,0,You can still dominate Amazon even after #PrimeDay find out how by listening to the podcast! https:// genevasupply.com/gsonmarketing- episode2-learn-to-dominate-amazon-with-these-ams-strategies/ …,,,#PrimeDay,1019375991922229248,https://twitter.com/EvanFacinger/status/1019375991922229248,still dominate amazon even #primeday find listening podcast! episode2-learn-to-dominate-amazon-with-these-ams-strategies/ …,0.173,0.131,0.696,0.126,neutral
1521,wickedshrapnel,2018-07-18 05:48,0,11,Jeff Bezos is worth approx $152 Billion dollars which is close to what the US budget for education is. This is how all that money would look in $100 bills stacked on pallets worth $100 million each. Not bad for one guy. #PrimeDay pic.twitter.com/7U5BL1Z6zj,,,#PrimeDay,1019375773474582528,https://twitter.com/wickedshrapnel/status/1019375773474582528,jeff bezos worth approx $152 billion dollars close us budget education is. money would look $100 bills stacked pallets worth $100 million each. bad one guy. #primeday,0.121,0.112,0.767,-0.1779,neutral
1523,peneraserlove,2018-07-18 05:48,1,0,Considering buying a microphone on #Amazon since it's on sale for #primeday and saw this gem of a comment: pic.twitter.com/dGVC8HitWu,,,#Amazon #primeday,1019375717308563456,https://twitter.com/peneraserlove/status/1019375717308563456,considering buying microphone #amazon since sale #primeday saw gem comment:,0.0,0.0,1.0,0.0,neutral
1524,Rootbrian_,2018-07-18 05:48,1,0,"Fuck amazon prime day. #primeday I can go without it because there are stores within a 45 minute bike ride, or 15 minute walk, from my home. I'll support the local businesses, not a bigass corporation.",,,#primeday,1019375704566370311,https://twitter.com/Rootbrian_/status/1019375704566370311,"fuck amazon prime day. #primeday go without stores within minute bike ride, minute walk, home. i'll support local businesses, bigass corporation.",0.17,0.135,0.695,-0.0258,neutral
1525,wmitch,2018-07-18 05:47,0,1,"Browsing #PrimeDay is the new Sky Mall. You start out scoffing at everything, and before you know it you’ve ordered a portable gum ball machine.",,,#PrimeDay,1019375697192718337,https://twitter.com/wmitch/status/1019375697192718337,"browsing #primeday new sky mall. start scoffing everything, know you’ve ordered portable gum ball machine.",0.0,0.0,1.0,0.0,neutral
1526,chlangie,2018-07-18 05:47,0,4,"Anybody bought anything from #PrimeDay ? I’m currently broke , thanks Amazon",,,#PrimeDay,1019375682168619009,https://twitter.com/chlangie/status/1019375682168619009,"anybody bought anything #primeday ? i’m currently broke , thanks amazon",0.343,0.209,0.448,0.2023,neutral
1527,abetterlifeblog,2018-07-18 05:47,0,0,Homeschool Mom’s #PrimeDay MUST: X-ACTO School Pro Classroom Electric Pencil Sharpener 57… https:// goo.gl/fb/bDJq4V,,,#PrimeDay,1019375675302662144,https://twitter.com/abetterlifeblog/status/1019375675302662144,homeschool mom’s #primeday must: x-acto school pro classroom electric pencil sharpener …,0.0,0.0,1.0,0.0,neutral
1528,PenasMightier,2018-07-18 05:47,0,1,"Amazon's gone full QVC. Oh, Amazon. You never go full QVC. #PrimeDay #Amazon pic.twitter.com/Rm36YNseur",,,#PrimeDay #Amazon,1019375668939968514,https://twitter.com/PenasMightier/status/1019375668939968514,"amazon's gone full qvc. oh, amazon. never go full qvc. #primeday #amazon",0.134,0.0,0.866,0.1779,neutral
1529,HollyJacobs1,2018-07-18 05:47,0,0,Are you shopping Prime Day? Check out these... https:// amzn.to/2uDkuUs @amazon #PrimeDay2018 #PrimeDay #BookSale #Sale pic.twitter.com/nDhgJ7ZJ0F,,@amazon,#PrimeDay2018 #PrimeDay #BookSale #Sale,1019375659381084161,https://twitter.com/HollyJacobs1/status/1019375659381084161,shopping prime day? check these... @amazon #primeday2018 #primeday #booksale #sale,0.0,0.0,1.0,0.0,neutral
1530,Chilly613,2018-07-18 05:47,0,1,Okay... while I have airplane WiFi it’s time to browse #PrimeDay sales! pic.twitter.com/J1CiZMwQK9,,,#PrimeDay,1019375609905078272,https://twitter.com/Chilly613/status/1019375609905078272,okay... airplane wifi it’s time browse #primeday sales! 9,0.0,0.0,1.0,0.0,neutral
1531,elduboisauthor,2018-07-18 05:47,1,0,#AmazonGiveaway for: The Glass Mask: Monsters Lurk Beneath.... NoPurchNec: https:// giveaway.amazon.com/p/a0a6baf043a4 56c2/?ref_=tsm_4_tw_h_dashboard … #iartg #asmsg #AmazonPrimeDay #PrimeDay #PrimeDay2018 #MustRead #GoodReads #memoir #Metoo #timesup #LoveBetter #TeamOneLove #Support #Survivor #Voicesrising #thriller #abuse,,,#AmazonGiveaway #iartg #asmsg #AmazonPrimeDay #PrimeDay #PrimeDay2018 #MustRead #GoodReads #memoir #Metoo #timesup #LoveBetter #TeamOneLove #Support #Survivor #Voicesrising #thriller #abuse,1019375603395391488,https://twitter.com/elduboisauthor/status/1019375603395391488,#amazongiveaway for: glass mask: monsters lurk beneath.... nopurchnec: c2/?ref_=tsm_4_tw_h_dashboard … #iartg #asmsg #amazonprimeday #primeday #primeday2018 #mustread #goodreads #memoir #metoo #timesup #lovebetter #teamonelove #support #survivor #voicesrising #thriller #abuse,0.0,0.065,0.935,-0.2023,neutral
1532,amberlight29,2018-07-18 05:47,0,0,"Up to 50% off athleisure shoes and apparal. Here's the link to see the whole sale: https:// amzn.to/2JwiToZ Comment if you get something and show us when you get it. affiliate link, #shoes , #primeday",,,#shoes #primeday,1019375578976268289,https://twitter.com/amberlight29/status/1019375578976268289,"% athleisure shoes apparal. here's link see whole sale: comment get something show us get it. affiliate link, #shoes , #primeday",0.0,0.0,1.0,0.0,neutral
1533,_CaptainBrooks,2018-07-18 05:47,0,0,I'm TOO HYPE about this! S/O to @amazon #primeday pic.twitter.com/RM8D0uBt1k,,@amazon,#primeday,1019375525704404992,https://twitter.com/_CaptainBrooks/status/1019375525704404992,i'm hype this! s/o @amazon #primeday,0.0,0.0,1.0,0.0,neutral
1536,WhoWhatWear,2018-07-18 05:46,0,3,"This is the best-selling fashion item from Amazon #Primeday , and it's $10: http:// wwwear.me/YMxPo3Y pic.twitter.com/SX6pcYchuo",,,#Primeday,1019375359991713792,https://twitter.com/WhoWhatWear/status/1019375359991713792,"best-selling fashion item amazon #primeday , $10:",0.254,0.0,0.746,0.1779,neutral
1537,yannero,2018-07-18 05:46,0,0,試してみたいです キャンペーンスタート！Jaybirdのイヤホンが10％オフ！ 今すぐチェック→ http:// aoptw.com/?c=10791_32703 #Jaybird #Amazon #PrimeDay,,,#Jaybird #Amazon #PrimeDay,1019375295374082050,https://twitter.com/yannero/status/1019375295374082050,試してみたいです キャンペーンスタート！jaybirdのイヤホンが10％オフ！ 今すぐチェック→ #jaybird #amazon #primeday,0.0,0.0,1.0,0.0,neutral
1541,perez_81,2018-07-18 05:45,0,0,This... is #PrimeDay . pic.twitter.com/9Jj1vHblS8,,,#PrimeDay,1019375134812114944,https://twitter.com/perez_81/status/1019375134812114944,this... #primeday . 8,0.0,0.0,1.0,0.0,neutral
1542,CoachJayMo,2018-07-18 05:45,0,3,CamJam & I copped some new Prime Day kicks! #Nike #AmazonPrimeDay #PrimeDay pic.twitter.com/kNuprHoXPk,,,#Nike #AmazonPrimeDay #PrimeDay,1019375125924405248,https://twitter.com/CoachJayMo/status/1019375125924405248,camjam & copped new prime day kicks! #nike #amazonprimeday #primeday,0.0,0.0,1.0,0.0,neutral
1545,PetCouponSaving,2018-07-18 05:45,0,0,"Arm & Hammer Multi-Cat Clump & Seal Clumping Litter- Only $15.99, Reg $19.99! http:// petcouponsavings.com/arm-hammer-mul ti-cat-clump-seal-clumping-litter-only-15-99-reg-19-99/ … #cats #primeday",,,#cats #primeday,1019375004348104705,https://twitter.com/PetCouponSaving/status/1019375004348104705,"arm & hammer multi-cat clump & seal clumping litter- $15.99, reg $19.99! ti-cat-clump-seal-clumping-litter-only-15-99-reg-19-99/ … #cats #primeday",0.0,0.0,1.0,0.0,neutral
1547,strategist,2018-07-18 05:45,0,0,"It's not an official #PrimeDay deal, but one of the best-reviewed futons on Amazon happens to be 36 percent off today https:// nym.ag/2uvr7cv pic.twitter.com/7Fh3LwXo9b",,,#PrimeDay,1019374962988208129,https://twitter.com/strategist/status/1019374962988208129,"official #primeday deal, one best-reviewed futons amazon happens percent today",0.159,0.0,0.841,0.1779,neutral
1549,GameSpotDeals,2018-07-18 05:44,7,30,New Gundam Breaker on PS4 is down to $40 at checkout (was $60) #PrimeDay http:// l.gamespot.com/6016DqPis pic.twitter.com/X8fh8qykRn,,,#PrimeDay,1019374923096215552,https://twitter.com/GameSpotDeals/status/1019374923096215552,new gundam breaker ps4 $40 checkout (was $60) #primeday,0.0,0.0,1.0,0.0,neutral
1550,AdamVAndersen,2018-07-18 05:44,0,0,Trying so hard to not buy anything on #PrimeDay ... but i just keep looking!,,,#PrimeDay,1019374884839882752,https://twitter.com/AdamVAndersen/status/1019374884839882752,trying hard buy anything #primeday ... keep looking!,0.0,0.195,0.805,-0.1759,neutral
1551,7jas14,2018-07-18 05:44,0,0,Earth's Most Customer-Centric Company should concern about distributors earning 14 €/hour before expenses. #PrimeDay @amazon @JeffBezos #refocus .,,@amazon @JeffBezos,#PrimeDay #refocus,1019374875696394241,https://twitter.com/7jas14/status/1019374875696394241,earth's customer-centric company concern distributors earning €/hour expenses. #primeday @amazon @jeffbezos #refocus .,0.0,0.0,1.0,0.0,neutral
1552,WirecutterDeals,2018-07-18 05:44,1,1,"Still Live: The affordable Echo from our Alexa and Echo guide, the Amazon Echo Dot (2-pack black/white) is down to $50 (from $70) http:// wrctr.co/2LnQ009 #primeday",,,#primeday,1019374820860092417,https://twitter.com/WirecutterDeals/status/1019374820860092417,"still live: affordable echo alexa echo guide, amazon echo dot (2-pack black/white) $50 (from $70) 009 #primeday",0.096,0.0,0.904,0.1779,neutral
1554,bisyoujoHello,2018-07-18 05:44,0,0,ワイヤレスイヤホンが欲しくなってたまらない。Ｊaybirdがいいのかなあ。 http:// aoptw.com/?c=10793_83266 #Jaybird #Amazon #PrimeDay,,,#Jaybird #Amazon #PrimeDay,1019374733861613570,https://twitter.com/bisyoujoHello/status/1019374733861613570,ワイヤレスイヤホンが欲しくなってたまらない。Ｊaybirdがいいのかなあ。 #jaybird #amazon #primeday,0.0,0.0,1.0,0.0,neutral
1557,JenniferJarach,2018-07-18 05:43,0,0,Who did you shop for on #PrimeDay ?,,,#PrimeDay,1019374580681469952,https://twitter.com/JenniferJarach/status/1019374580681469952,shop #primeday ?,0.0,0.0,1.0,0.0,neutral
1560,deerdeal,2018-07-18 05:42,0,0,Lightning Deal! $212.23 #PrimeDay #GearUp https:// amzn.to/2moAPc3,,,#PrimeDay #GearUp,1019374341035839489,https://twitter.com/deerdeal/status/1019374341035839489,lightning deal! $212.23 #primeday #gearup,0.0,0.0,1.0,0.0,neutral
1561,MemphisOtakuMom,2018-07-18 05:42,0,0,One of these things is not like the other. @amazon #PrimeDay #PrimeDay2018 #Cat pic.twitter.com/gM7hl80YrB,,@amazon,#PrimeDay #PrimeDay2018 #Cat,1019374336749293568,https://twitter.com/MemphisOtakuMom/status/1019374336749293568,one things like other. @amazon #primeday #primeday2018 #cat,0.263,0.0,0.737,0.3612,neutral
1562,alexa_villela35,2018-07-18 05:42,0,0,Aprovecharon las ofertas del #PrimeDayMexico #PrimeDay ?,,,#PrimeDayMexico #PrimeDay,1019374335130308609,https://twitter.com/alexa_villela35/status/1019374335130308609,aprovecharon las ofertas del #primedaymexico #primeday ?,0.0,0.0,1.0,0.0,neutral
1563,stereo_bros,2018-07-18 05:42,0,1,"#Listen to Thee StereoBros Podcast Episode 13 Avocado Nap"" feat itsJazze & Hat5he5put by Stereo Bros Podcast #np on #SoundCloud https:// soundcloud.com/stereobrospodc ast/thee-stereobros-podcast-episode-13 … #culture #Podcast #PrimeDay""",,,#Listen #np #SoundCloud #culture #Podcast #PrimeDay,1019374285763334144,https://twitter.com/stereo_bros/status/1019374285763334144,"#listen thee stereobros podcast episode avocado nap"" feat itsjazze & hat5he5put stereo bros podcast #np #soundcloud dc ast/thee-stereobros-podcast-episode-13 … #culture #podcast #primeday""",0.0,0.0,1.0,0.0,neutral
1566,EMarieWrites,2018-07-18 05:41,0,0,I just supported Worldreader by shopping @AmazonSmile . #YouShopAmazonGives #PrimeDay https:// smile.amazon.com/ref=cm_sw_r_tw _asp_PKcHP.WBF0NCD …,,@AmazonSmile,#YouShopAmazonGives #PrimeDay,1019374089318871040,https://twitter.com/EMarieWrites/status/1019374089318871040,supported worldreader shopping @amazonsmile . #youshopamazongives #primeday _asp_pkchp.wbf0ncd …,0.247,0.0,0.753,0.3182,neutral
1569,RaulOrozco,2018-07-18 05:41,1,2,#AM2DM #Metoo #churchtoo #MorningJoe #AMJoy #FF #FBF #TBT #WCW #NP #FBR #BlueWave2018 #NowPlaying #BreakingNews #MUSIC #News #etsy #PrimeDay #WednesdayWisdom #Wouldnt #WorldEmojiDay #NationalTattooDay #Airfare #flights #ThingsIdStandInLineFor #TakeASongToTheMall #ThursdayThoughts https:// twitter.com/asoldiersvoice /status/1019373354904621056 …,,,#AM2DM #Metoo #churchtoo #MorningJoe #AMJoy #FF #FBF #TBT #WCW #NP #FBR #BlueWave2018 #NowPlaying #BreakingNews #MUSIC #News #etsy #PrimeDay #WednesdayWisdom #Wouldnt #WorldEmojiDay #NationalTattooDay #Airfare #flights #ThingsIdStandInLineFor #TakeASongToTheMall #ThursdayThoughts,1019374041512099840,https://twitter.com/RaulOrozco/status/1019374041512099840,#am2dm #metoo #churchtoo #morningjoe #amjoy #ff #fbf #tbt #wcw #np #fbr #bluewave2018 #nowplaying #breakingnews #music #news #etsy #primeday #wednesdaywisdom #wouldnt #worldemojiday #nationaltattooday #airfare #flights #thingsidstandinlinefor #takeasongtothemall #thursdaythoughts /status/1019373354904621056 …,0.0,0.0,1.0,0.0,neutral
1570,PersonalEscrito,2018-07-18 05:41,0,1,Thread de @_ju1_ relata a repressão do governo espanhol contra os trabalhadores da Amazon de #Madrid em greve e denuncia que a empresa ilegalmente usou 600 pelegos terceirizados para furar a greve. #PrimeDay #AmazonEnLucha #HuelgaAmazon https:// twitter.com/_ju1_/status/1 019207116509319169 …,,@_ju1_,#Madrid #PrimeDay #AmazonEnLucha #HuelgaAmazon,1019374003633491971,https://twitter.com/PersonalEscrito/status/1019374003633491971,thread de @_ju1_ relata repressão governo espanhol contra os trabalhadores da amazon de #madrid em greve e denuncia que empresa ilegalmente usou pelegos terceirizados para furar greve. #primeday #amazonenlucha #huelgaamazon 1 …,0.055,0.0,0.945,0.1779,neutral
1572,TheCrazySaguaro,2018-07-18 05:41,0,2,IMPEACH THE ORANGE SHITGIBBON! Buy tee on Amazon: http:// amzn.to/2NkIL9N #TreasonSummit #ImpeachTrump #Resist #TuesdayMotivation #PrimeDay #wouldnt pic.twitter.com/z3VX6vQSbW,,,#TreasonSummit #ImpeachTrump #Resist #TuesdayMotivation #PrimeDay #wouldnt,1019373973820194816,https://twitter.com/TheCrazySaguaro/status/1019373973820194816,impeach orange shitgibbon! buy tee amazon: #treasonsummit #impeachtrump #resist #tuesdaymotivation #primeday #wouldnt,0.153,0.0,0.847,0.2481,neutral
1576,FireIcePhotos,2018-07-18 05:40,0,1,Lego ideas ship in a bottle $59.99 for Amazon #primeday #toy #sale https://www. amazon.com/gp/product/B07 8VVLQ6J/ref=as_li_ss_sm_fb_us_asin_tl?ie=UTF8&camp=213733&creative=399837&creativeASIN=B078VVLQ6J&linkCode=shr&tag=firandice-20&linkId=PBXMB75MFQV4WDAZ&qid=1531872469&sr=8-3&keywords=lego+ship+in+a+bottle …,,,#primeday #toy #sale,1019373855629070336,https://twitter.com/FireIcePhotos/status/1019373855629070336,lego ideas ship bottle $59.99 amazon #primeday #toy #sale . vvlq6j/ref=as_li_ss_sm_fb_us_asin_tl?ie=utf8&camp=213733&creative=399837&creativeasin=b078vvlq6j&linkcode=shr&tag=firandice-20&linkid=pbxmb75mfqv4wdaz&qid=1531872469&sr=8-3&keywords=lego+ship+in+a+bottle …,0.145,0.0,0.855,0.1779,neutral
1577,11asa9,2018-07-18 05:40,0,0,ワイヤレスイヤホンが欲しくて欲しくてたまらない。Ｊaybirdがいいかな。 http:// aoptw.com/?c=10793_77982 #Jaybird #Amazon #PrimeDay,,,#Jaybird #Amazon #PrimeDay,1019373833973743616,https://twitter.com/11asa9/status/1019373833973743616,ワイヤレスイヤホンが欲しくて欲しくてたまらない。Ｊaybirdがいいかな。 982 #jaybird #amazon #primeday,0.0,0.0,1.0,0.0,neutral
1580,FEBBRRY,2018-07-18 05:40,0,0,"If you need an electric toothbrush, now's the time to shop! PhilipsSonicare's #PrimeDay sale is happening now: https:// trib.al/NhoZfk2",,,#PrimeDay,1019373719314141184,https://twitter.com/FEBBRRY/status/1019373719314141184,"need electric toothbrush, now's time shop! philipssonicare's #primeday sale happening now: 2",0.0,0.0,1.0,0.0,neutral
1583,sierraf31,2018-07-18 05:39,0,0,"SALE ALERT! Today 30% off all wall art, tapestry, posters in my shop on @society6 http:// bit.ly/2deTYtB code HANGITUP #design #shoponline #lifestyle #Italy #giftideas #annaf31 #artforsale #TravelTuesday #wallart #homedecor #interiorinspo #artprints #posters #flowers #PrimeDay pic.twitter.com/GO6hUnswDR",,@society6,#design #shoponline #lifestyle #Italy #giftideas #annaf31 #artforsale #TravelTuesday #wallart #homedecor #interiorinspo #artprints #posters #flowers #PrimeDay,1019373586891538433,https://twitter.com/sierraf31/status/1019373586891538433,"sale alert! today % wall art, tapestry, posters shop @society6 code hangitup #design #shoponline #lifestyle #italy #giftideas #annaf31 #artforsale #traveltuesday #wallart #homedecor #interiorinspo #artprints #posters #flowers #primeday",0.091,0.0,0.909,0.3595,neutral
1584,MeredithActress,2018-07-18 05:39,0,0,#primeday https:// twitter.com/meredithactres s/status/1013186230207631362 …,,,#primeday,1019373584110612481,https://twitter.com/MeredithActress/status/1019373584110612481,#primeday s/status/1013186230207631362 …,0.0,0.0,1.0,0.0,neutral
